Date,Day,ADR Model,ADR Box Color,ADR Confirmation,ADR True,ADR Result,ADR Max Ext,ADR Max Ret,ODR Model,ODR Box Color,ODR Confirmation,ODR True,ODR Result,ODR Max Ext,ODR Max Ret,RDR Model,RDR Box Color,RDR Confirmation,RDR True,RDR Result,RDR Max Extension,RDR Max Ret,Error Checking Notes,,,,,
5-Feb-10,Friday,DXP,Red,Long,TRUE,Complete,0.1,-0.2,D,Red,Long,TRUE,Broken,0.3,-0.8,U,Red,Short,TRUE,Broken,3.7,0.3,,,,,,
8-Feb-10,Monday,DXP,Green,Short,TRUE,Complete,2.1,0,RX,Green,Long,FALSE,Complete,0.5,-1.3,DX,Red,Long,TRUE,Broken,1.6,-0.6,,,,,,
9-Feb-10,Tuesday,RC,Red,Long,TRUE,Complete,2.4,-0.5,UXP,Red,Long,TRUE,Complete,2.4,-1.4,UXP,Green,Short,FALSE,Broken,0.6,-2.5,,,,,,
10-Feb-10,Wednesday,UXP,Green,Short,TRUE,Complete,2,-1,DX,Red,Long,TRUE,Broken,3.4,-0.2,RX,Red,Short,FALSE,Complete,0.2,-2.3,,,,,,
11-Feb-10,Thursday,UXP,Green,Long,TRUE,Complete,0.2,-0.9,U,Red,Long,TRUE,Complete,1.6,-0.4,DX,Red,Short,FALSE,Broken,1.5,-3.1,,,,,,
12-Feb-10,Friday,UXP,Red,Short,FALSE,Complete,0.7,-1.1,DX,Green,Short,TRUE,Complete,3.7,0.3,DXP,Red,Short,FALSE,Complete,0.9,-2,,,,,,
15-Feb-10,Monday,UXP,Red,Short,FALSE,Complete,2.7,-2.3,DX,Red,Long,TRUE,Broken,0.7,-0.7,UX,Red,Long,FALSE,Broken,0.6,-7.1,,,,,,
16-Feb-10,Tuesday,DXP,Green,Long,TRUE,Broken,4.7,-0.2,UXP,Green,Long,TRUE,Complete,1.2,-0.2,UXP,Green,Long,TRUE,Complete,0.5,-0.1,,,,,,
17-Feb-10,Wednesday,UXP,Red,Short,FALSE,Complete,0.5,-6.2,UXP,Green,Short,TRUE,Complete,0.7,-0.7,DX,Green,Short,FALSE,Complete,0.6,-1.2,,,,,,
18-Feb-10,Thursday,RC,Green,Short,TRUE,Complete,0.4,-0.7,DXP,Red,Long,TRUE,Broken,0.9,0,UXP,Red,Long,TRUE,Complete,0.9,0,,,,,,
19-Feb-10,Friday,RC,Red,Short,TRUE,Complete,1.4,-0.4,DX,Green,Long,TRUE,Broken,1,0.2,UXP,Green,Long,TRUE,Complete,1.1,-0.1,,,,,,
22-Feb-10,Monday,UXP,Green,Long,FALSE,Complete,0.2,-2.5,DX,Red,Neutral,Neutral,Complete,,,D,Red,Neutral,Neutral,Complete,,,,,,,,
23-Feb-10,Tuesday,RC,Red,Short,FALSE,Complete,1.5,-1.2,UXP,Red,Short,TRUE,Broken,6.5,-0.1,DXP,Red,Neutral,Neutral,Complete,,,,,,,,
24-Feb-10,Wednesday,RC,Green,Long,TRUE,Complete,0.6,-0.5,DX,Red,Short,TRUE,Complete,1.8,-0.8,U,Red,Long,TRUE,Broken,1.4,0,,,,,,
25-Feb-10,Thursday,UXP,Red,Short,TRUE,Complete,4.9,0,DXP,Green,Long,FALSE,Complete,0.4,-4.3,DXP,Green,Short,FALSE,Complete,1.4,-1.4,,,,,,
26-Feb-10,Friday,UXP,Green,Long,TRUE,Complete,4.1,0.4,DXP,Red,Long,TRUE,Broken,0.7,-0.8,UXP,Green,Long,TRUE,Complete,0.3,-0.4,,,,,,
1-Mar-10,Monday,UXP,Red,Short,TRUE,Complete,0.9,-0.2,RX,Green,Short,TRUE,Complete,0.7,-0.2,D,Red,Short,TRUE,Complete,2.4,0.3,,,,,,
2-Mar-10,Tuesday,DXP,Green,Short,TRUE,Complete,3.3,-1,D,Green,Short,FALSE,Broken,1.3,-3.4,UXP,Green,Long,TRUE,Complete,2,-0.4,,,,,,
3-Mar-10,Wednesday,UX,Green,Short,TRUE,Broken,1.6,-1,U,Red,Long,TRUE,Broken,2.5,-0.7,UXP,Red,Long,TRUE,Complete,2.9,0.4,,,,,,
4-Mar-10,Thursday,UXP,Green,Short,TRUE,Broken,3.6,0,DXP,Red,Long,TRUE,Broken,1.8,0.3,RX,Red,Short,TRUE,Complete,0.5,-1,,,,,,
5-Mar-10,Friday,UX,Red,Long,TRUE,Complete,0.9,-0.6,UX,Green,Neutral,Neutral,Complete,,,UXP,Green,Neutral,Neutral,Complete,,,,,,,,
8-Mar-10,Monday,RC,Green,Long,TRUE,Complete,1.3,0.1,UXP,Red,Long,FALSE,Broken,0.3,-2,D,Red,Short,TRUE,Complete,2,-0.5,,,,,,
9-Mar-10,Tuesday,DXP,Green,Short,TRUE,Complete,1.6,-0.8,DXP,Red,Short,TRUE,Complete,3.5,0,D,Green,Long,TRUE,Broken,0.9,-0.3,,,,,,
10-Mar-10,Wednesday,RC,Green,Long,TRUE,Complete,3.8,-0.1,RX,Green,Long,TRUE,Complete,1,-0.5,RC,Green,Long,FALSE,Complete,7.7,-3.4,,,,,,
11-Mar-10,Thursday,UXP,Neutral,Short,TRUE,Complete,1.2,0,RX,Green,Long,TRUE,Complete,0.7,-0.4,U,Neutral,Long,TRUE,Complete,0.4,0.2,,,,,,
12-Mar-10,Friday,UXP,Red,Short,TRUE,Complete,0.9,-0.5,RX,Green,Long,TRUE,Complete,2.2,0.2,RX,Red,Short,TRUE,Complete,1.9,0.4,,,,,,
15-Mar-10,Monday,DXP,Green,Short,TRUE,Complete,0.8,-0.1,RX,Green,Long,FALSE,Complete,0.3,-1.7,DXP,Red,Short,TRUE,Complete,0.6,-0.5,,,,,,
16-Mar-10,Tuesday,DX,Red,Short,TRUE,Complete,0.3,-0.8,RC,Red,Short,FALSE,Complete,2.2,-4.2,UXP,Green,Long,TRUE,Complete,1.7,0.3,,,,,,
17-Mar-10,Wednesday,UXP,Red,Short,TRUE,Complete,4.6,-1.4,RX,Red,Short,FALSE,Complete,0,-1.7,UXP,Red,Short,FALSE,Broken,3.8,-3.4,,,,,,
18-Mar-10,Thursday,UX,Red,Short,TRUE,Broken,2,-0.4,DXP,Red,Short,FALSE,Complete,1.3,-2.2,UXP,Green,Short,TRUE,Broken,3.8,-1.2,,,,,,
19-Mar-10,Friday,DXP,Red,Short,FALSE,Complete,0.6,-1.1,RC,Green,Short,TRUE,Complete,2.7,-0.8,RX,Red,Short,TRUE,Complete,0.7,-0.1,,,,,,
22-Mar-10,Monday,DXP,Green,Short,TRUE,Complete,0.8,-1.2,D,Green,Long,FALSE,Broken,1.5,-7.8,DXP,Green,Long,TRUE,Broken,3.7,0.2,,,,,,
23-Mar-10,Tuesday,UXP,Red,Short,TRUE,Complete,1.8,-0.1,DXP,Red,Short,FALSE,Broken,1.9,-3.4,RX,Green,Neutral,Neutral,Complete,,,,,,,,
24-Mar-10,Wednesday,RC,Neutral,Short,TRUE,Complete,4.4,0.1,DXP,Red,Short,TRUE,Complete,3.7,0.2,DXP,Red,Long,TRUE,Complete,0.8,-1.3,,,,,,
25-Mar-10,Thursday,DX,Red,Long,TRUE,Complete,1,-1,UXP,Green,Long,TRUE,Complete,2.2,-0.4,UXP,Red,Long,FALSE,Broken,0.3,-2,,,,,,
26-Mar-10,Friday,DXP,Green,Long,TRUE,Broken,2.1,0.3,UXP,Green,Long,FALSE,Complete,1.9,-2,DXP,Red,Neutral,Neutral,Complete,,,,,,,,
29-Mar-10,Monday,RC,Green,Long,TRUE,Complete,1.1,-1,UXP,Green,Long,TRUE,Complete,0.9,-0.7,UXP,Green,Long,TRUE,Complete,0.5,-0.3,,,,,,
30-Mar-10,Tuesday,UXP,Red,Short,TRUE,Broken,0.7,-0.8,UX,Red,Short,TRUE,Broken,2.3,0,DX,Green,Short,TRUE,Complete,0.9,-1.1,,,,,,
31-Mar-10,Wednesday,RC,Red,Short,TRUE,Complete,0.4,-0.7,RC,Green,Long,TRUE,Complete,6,0,UXP,Green,Short,FALSE,Broken,3.5,-2.5,,,,,,
1-Jul-10,Thursday,DXP,Green,Short,TRUE,Complete,3,0,DXP,Red,Long,TRUE,Complete,0.7,-0.6,D,Red,Short,TRUE,Complete,0.8,0,,,,,,
2-Jul-10,Fri,DXP,Green,Short,FALSE,Broken,1,-3.9,UXP,Red,Short,TRUE,Broken,2.6,-1.2,D,Red,Short,TRUE,Complete,1.4,-0.1,,,,,,
5-Jul-10,Monday,DX,Green,Long,TRUE,Complete,0.6,-0.6,U,Red,Short,TRUE,Broken,0.8,-0.3,DXP,Red,Short,TRUE,Complete,1,-0.4,,,,,,
6-Jul-10,Tuesday,DXP,Red,Short,FALSE,Broken,1.1,-2.2,UXP,Green,Long,TRUE,Complete,1.9,-0.1,UXP,Green,Short,TRUE,Broken,2,0.5,,,,,,
7-Jul-10,Wed,DXP,Red,Long,FALSE,Complete,0.1,-1.8,DXP,Green,Long,TRUE,Broken,1.7,-0.3,UXP,Green,Long,TRUE,Complete,1.7,-0.5,,,,,,
8-Jul-10,Thursday,UXP,Red,Long,FALSE,Complete,1,-1.9,D,Green,Short,TRUE,Complete,0.4,-1.4,UXP,Green,Short,TRUE,Broken,1.7,-1.2,,,,,,
9-Jul-10,Fri,RC,Red,Short,FALSE,Complete,0.8,-2.3,RX,Red,Short,TRUE,Complete,1.5,-0.8,DX,Green,Long,FALSE,Broken,1.7,-1.6,,,,,,
12-Jul-10,Monday,UXP,Green,Short,TRUE,Broken,3.1,-0.5,DXP,Neutral,Long,TRUE,Complete,1.5,-1,UXP,Green,Short,TRUE,Broken,2.7,0.6,,,,,,
13-Jul-10,Tuesday,DXP,Green,Short,TRUE,Complete,1.7,-0.3,DXP,Green,Long,TRUE,Broken,4.9,0.4,UXP,Green,Long,TRUE,Complete,0.8,-0.9,,,,,,
14-Jul-10,Wed,UXP,Green,Short,TRUE,Broken,4.2,0,DX,Green,Short,TRUE,Complete,1,-0.6,DXP,Red,Long,TRUE,Broken,5.1,-0.5,,,,,,
15-Jul-10,Thursday,DX,Red,Short,FALSE,Broken,0.1,-4,U,Green,Long,TRUE,Complete,4.1,-0.1,RX,Red,Neutral,Neutral,Complete,,,,,,,,
16-Jul-10,Fri,UX,Red,Short,TRUE,Broken,1.6,-0.1,D,Green,Short,TRUE,Complete,0.5,-0.9,DXP,Red,Short,TRUE,Complete,0.4,-0.6,,,,,,
19-Jul-10,Monday,DX,Neutral,Long,TRUE,Broken,1.3,-0.9,UX,Red,Long,TRUE,Complete,1.9,-0.7,UXP,Green,Short,TRUE,Broken,1.2,-0.2,,,,,,
20-Jul-10,Tuesday,DXP,Green,Long,TRUE,Broken,1.4,0,UXP,Red,Short,TRUE,Broken,4.6,0,DXP,Green,Long,TRUE,Broken,1.8,0.2,,,,,,
21-Jul-10,Wed,UXP,Red,Short,TRUE,Complete,0.7,-1,RX,Green,Long,TRUE,Complete,0.8,-0.6,U,Red,Short,TRUE,Broken,2.4,0.3,,,,,,
22-Jul-10,Thursday,DXP,Green,Short,TRUE,Complete,0.8,-0.6,RX,Green,Long,TRUE,Complete,0.8,0,UXP,Green,Long,TRUE,Complete,2.4,0,,,,,,
23-Jul-10,Fri,UXP,Green,Long,FALSE,Complete,0.6,-2.4,RX,Green,Long,FALSE,Complete,0.9,-2,DX,Green,Long,TRUE,Broken,0.5,-0.8,,,,,,
26-Jul-10,Monday,RC,Green,Long,TRUE,Complete,4.3,0.5,UX,Red,Short,TRUE,Broken,1.9,0.2,D,Green,Neutral,Neutral,Complete,,,,,,,,
27-Jul-10,Tuesday,RC,Green,Long,FALSE,Complete,0.7,-1.2,DX,Green,Long,TRUE,Broken,3.1,-1.2,RX,Red,Short,TRUE,Complete,1.7,0.4,,,,,,
28-Jul-10,Wed,DXP,Green,Short,FALSE,Complete,0.3,-2.2,UXP,Red,Short,FALSE,Broken,0.9,-1.5,DXP,Red,Short,FALSE,Complete,1.9,-1.6,,,,,,
29-Jul-10,Thursday,RC,Red,Short,FALSE,Complete,0.9,-2.7,RX,Red,Short,TRUE,Complete,0.8,0,UX,Green,Long,TRUE,Complete,0.4,-0.8,,,,,,
30-Jul-10,Fri,RC,Red,Short,TRUE,Complete,1.2,-2,RX,Red,Short,TRUE,Complete,0.6,-0.2,DXP,Green,Long,TRUE,Broken,2.4,0.1,,,,,,
2-Aug-10,Monday,UXP,Green,Long,TRUE,Complete,0.3,-0.7,UX,Green,Long,TRUE,Complete,2.1,-0.2,UXP,Green,Long,TRUE,Complete,0.3,-0.4,,,,,,
3-Aug-10,Tuesday,UX,Green,Long,TRUE,Complete,1,-1.3,RX,Red,Long,TRUE,Complete,1.6,0.1,UX,Red,Long,TRUE,Complete,1.3,0,,,,,,
4-Aug-10,Wed,UXP,Red,Short,FALSE,Complete,2.5,-3,DX,Red,Short,FALSE,Broken,1.4,-2.5,U,Red,Long,FALSE,Broken,0.8,-1.7,,,,,,
5-Aug-10,Thursday,RC,Green,Short,TRUE,Complete,1.9,-0.6,DX,Green,Short,TRUE,Complete,2,-0.9,DX,Green,Neutral,Neutral,Broken,,,,,,,,
6-Aug-10,Fri,RC,Red,Short,FALSE,Complete,1.4,-2.2,UXP,Green,Short,TRUE,Broken,2.6,0.2,DXP,Green,Short,TRUE,Complete,0.8,0,,,,,,
9-Aug-10,Monday,DX,Green,Long,TRUE,Complete,1.9,-0.2,UXP,Neutral,Long,TRUE,Complete,0.9,-0.3,DX,Red,Long,TRUE,Broken,1.3,-1.1,,,,,,
10-Aug-10,Tuesday,UXP,Green,Short,TRUE,Broken,6.1,-0.3,DXP,Red,Short,TRUE,Complete,2.1,0,DXP,Red,Long,TRUE,Complete,1.5,-0.7,,,,,,
11-Aug-10,Wed,UXP,Red,Short,TRUE,Broken,0.3,-1,DXP,Green,Short,TRUE,Complete,1.2,-0.4,DXP,Red,Short,TRUE,Complete,2.5,0,,,,,,
12-Aug-10,Thursday,DXP,Neutral,Short,TRUE,Complete,3.7,-1.1,U,Green,Short,TRUE,Broken,2.4,-0.2,DXP,Green,Long,FALSE,Complete,1,-2.7,,,,,,
13-Aug-10,Fri,DXP,Red,Long,TRUE,Complete,5.7,0,UX,Red,Short,TRUE,Broken,1,-0.2,DXP,Green,Short,TRUE,Complete,1,-0.1,,,,,,
16-Aug-10,Monday,DX,Red,Short,FALSE,Broken,0.1,-1.5,UX,Red,Short,TRUE,Broken,0.2,-1,DXP,Green,Long,TRUE,Complete,0.4,-1,,,,,,
17-Aug-10,Tuesday,RC,Red,Long,TRUE,Complete,2.7,-0.6,UXP,Green,Long,TRUE,Complete,1.3,-0.1,UXP,Red,Long,TRUE,Complete,1.3,-1.1,,,,,,
18-Aug-10,Wed,DXP,Red,Long,FALSE,Broken,1.1,-2.2,DXP,Red,Short,TRUE,Complete,0.9,-0.4,DXP,Red,Long,TRUE,Broken,1.3,-0.3,,,,,,
19-Aug-10,Thursday,UXP,Red,Long,TRUE,Complete,2,-1.4,UXP,Red,Short,TRUE,Complete,0.7,-0.5,DXP,Red,Short,TRUE,Complete,0.4,-0.2,,,,,,
20-Aug-10,Fri,DX,Green,Long,FALSE,Complete,2.2,-2.2,U,Green,Short,TRUE,Broken,5.2,0,DXP,Red,Short,TRUE,Complete,1.4,-0.6,,,,,,
23-Aug-10,Monday,DX,Green,Long,TRUE,Broken,2,-0.7,D,Red,Long,TRUE,Broken,1.2,-0.4,UX,Red,Short,TRUE,Broken,2.1,0.1,,,,,,
24-Aug-10,Tuesday,DXP,Green,Short,FALSE,Complete,3.2,-4,DXP,Red,Long,FALSE,Complete,0.4,-2.5,DX,Green,Short,TRUE,Complete,0.6,-0.7,,,,,,
25-Aug-10,Wed,DXP,Green,Long,TRUE,Broken,1.3,-0.2,UXP,Green,Long,FALSE,Broken,0.3,-2.1,DXP,Green,Short,FALSE,Broken,2.7,-5.4,,,,,,
26-Aug-10,Thursday,UXP,Red,Long,TRUE,Complete,0.7,-0.8,RX,Green,Long,TRUE,Complete,0.8,-0.4,U,Green,Long,TRUE,Complete,0.6,-0.7,,,,,,
27-Aug-10,Fri,RC,Red,Long,TRUE,Complete,3.2,-0.3,UX,Red,Long,TRUE,Complete,2.1,-0.5,RX,Red,Long,TRUE,Complete,1.8,0.1,,,,,,
30-Aug-10,Monday,UXP,Red,Short,TRUE,Complete,1.9,-0.5,DXP,Red,Short,TRUE,Complete,0.6,-0.7,DXP,Red,Long,TRUE,Broken,0.6,-1.3,,,,,,
31-Aug-10,Tuesday,DXP,Red,Long,FALSE,Complete,0.3,-2.9,DXP,Red,Long,TRUE,Complete,0.7,-1,UXP,Green,Short,TRUE,Broken,3.5,0.1,,,,,,
1-Sep-10,Wed,DXP,Green,Long,TRUE,Complete,4.6,0.3,UX,Red,Long,TRUE,Complete,1.8,-0.8,UXP,Green,Long,TRUE,Complete,0.8,-0.2,,,,,,
2-Sep-10,Thursday,UXP,Red,Short,FALSE,Broken,1.8,-1.3,RX,Red,Long,FALSE,Complete,1.4,-4.8,DXP,Red,Long,TRUE,Broken,6.4,0,,,,,,
3-Sep-10,Fri,UXP,Red,Short,TRUE,Complete,1,-0.3,D,Green,Short,TRUE,Broken,1.5,-0.2,RX,Red,Short,TRUE,Complete,0.3,-0.7,,,,,,
6-Sep-10,Monday,RC,Red,Short,FALSE,Complete,0.4,-1.3,UX,Red,Short,FALSE,Broken,2.3,-1.7,RX,Green,Short,TRUE,Complete,1.6,-0.2,,,,,,
7-Sep-10,Tuesday,DXP,Green,Long,TRUE,Complete,0.5,-0.8,DX,Red,Short,TRUE,Complete,2.2,-0.1,D,Red,Short,FALSE,Broken,0.2,-1.9,,,,,,
8-Sep-10,Wed,UX,Green,Long,FALSE,Complete,0.7,-2.5,RX,Red,Short,FALSE,Complete,0.6,-1.7,UXP,Green,Long,TRUE,Complete,1.3,-0.8,,,,,,
9-Sep-10,Thursday,UXP,Green,Long,FALSE,Broken,0.8,-6.6,DXP,Green,Long,TRUE,Broken,0.8,-0.6,UXP,Green,Long,FALSE,Broken,1.1,-8.8,,,,,,
10-Sep-10,Fri,DXP,Green,Short,TRUE,Complete,0.7,-0.9,UXP,Green,Long,TRUE,Complete,0.2,-1.1,RX,Green,Long,TRUE,Complete,0.6,-0.4,,,,,,
13-Sep-10,Monday,UXP,Green,Long,TRUE,Complete,0.1,-0.3,UX,Red,Short,TRUE,Broken,1.1,-0.7,UX,Green,Short,TRUE,Broken,1.1,-0.2,,,,,,
14-Sep-10,Tuesday,DXP,Red,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,2.2,0.2,RX,Green,Long,FALSE,Complete,0.4,-1.6,,,,,,
15-Sep-10,Wed,DXP,Green,Short,TRUE,Complete,1,-0.4,DX,Red,Short,TRUE,Complete,2.1,0.3,DXP,Red,Long,TRUE,Broken,3.4,-1.5,,,,,,
16-Sep-10,Thursday,UXP,Red,Short,TRUE,Broken,3.5,0,DXP,Green,Short,TRUE,Complete,1.3,-0.9,DX,Green,Short,TRUE,Complete,5.5,0.5,,,,,,
17-Sep-10,Fri,DXP,Red,Short,FALSE,Complete,0.4,-5.7,UXP,Green,Long,FALSE,Complete,1.2,-1.6,DXP,Red,Short,TRUE,Complete,1.2,0,,,,,,
20-Sep-10,Monday,DXP,Green,Long,TRUE,Broken,10,1,UXP,Red,Short,FALSE,Complete,0.6,-1.8,U,Green,Long,TRUE,Complete,0.9,0.1,,,,,,
21-Sep-10,Tuesday,UX,Red,Long,TRUE,Complete,1.3,-0.6,D,Green,Long,TRUE,Broken,0.7,-1,D,Red,Short,TRUE,Complete,1.8,-1.1,,,,,,
22-Sep-10,Wed,DXP,Green,Long,TRUE,Complete,3.8,-0.1,UXP,Red,Short,FALSE,Complete,0.7,-1.3,U,Red,Short,TRUE,Broken,2.9,0,,,,,,
23-Sep-10,Thursday,DXP,Red,Short,TRUE,Complete,0.8,-1.3,RX,Red,Short,TRUE,Complete,4.2,0.3,DXP,Green,Long,TRUE,Broken,5.4,0.4,,,,,,
24-Sep-10,Fri,UXP,Green,Long,TRUE,Complete,1.2,-0.3,RX,Green,Long,TRUE,Complete,1.7,-0.1,UXP,Green,Long,TRUE,Complete,0.6,-0.2,,,,,,
27-Sep-10,Monday,UXP,Green,Long,FALSE,Complete,0.3,-4.6,RX,Green,Short,TRUE,Complete,1.2,-1.3,RX,Red,Short,TRUE,Complete,0.2,-0.7,,,,,,
28-Sep-10,Tuesday,RC,Green,Short,TRUE,Complete,0.8,-0.2,DXP,Red,Short,FALSE,Complete,0.3,-1.8,U,Green,Long,TRUE,Complete,1.8,-0.4,,,,,,
29-Sep-10,Wed,UXP,Green,Long,TRUE,Complete,1.6,-0.5,UXP,Red,Short,TRUE,Broken,1.3,-0.4,DXP,Red,Long,TRUE,Broken,4.3,-0.7,,,,,,
30-Sep-10,Thursday,UXP,Green,Long,FALSE,Complete,0.3,-1.6,RX,Green,Short,FALSE,Complete,0.3,-5.3,UXP,Green,Short,FALSE,Complete,3,-5.1,,,,,,
1-Oct-10,Fri,UXP,Green,Long,TRUE,Complete,3.7,-0.1,UXP,Red,Long,TRUE,Complete,2.3,0.2,UXP,Red,Long,TRUE,Broken,0.8,0.3,,,,,,
4-Oct-10,Monday,UXP,Red,Long,FALSE,Complete,0.8,-2.5,DX,Red,Short,TRUE,Complete,0.7,-1.2,UXP,Red,Short,TRUE,Broken,0.7,-0.8,,,,,,
5-Oct-10,Tuesday,DXP,Green,Short,FALSE,Complete,0.9,-2.6,UXP,Green,Long,TRUE,Complete,0.9,-0.3,UXP,Red,Long,TRUE,Complete,1.6,-0.1,,,,,,
6-Oct-10,Wed,UXP,Green,Short,FALSE,Complete,1,-2.6,UXP,Green,Short,TRUE,Broken,1.5,-0.5,DXP,Red,Short,FALSE,Broken,1.5,-7.3,,,,,,
7-Oct-10,Thursday,UXP,Red,Long,FALSE,Complete,5.4,-1.9,UXP,Red,Neutral,Neutral,Complete,,,RX,Red,Short,TRUE,Complete,1.5,0,,,,,,
8-Oct-10,Fri,DXP,Green,Short,FALSE,Complete,1.6,-2.8,RX,Red,Short,TRUE,Complete,3.5,0.2,UXP,Green,Long,TRUE,Complete,1.3,0,,,,,,
11-Oct-10,Monday,UXP,Red,Short,FALSE,Complete,0.5,-2.7,RX,Red,Short,TRUE,Complete,1.2,-0.6,DXP,Green,Short,TRUE,Complete,0.4,0.1,,,,,,
12-Oct-10,Tuesday,DXP,Red,Short,TRUE,Complete,1.7,-0.2,DXP,Green,Short,FALSE,Broken,2.4,-5.3,U,Red,Short,TRUE,Broken,0.2,-1.2,,,,,,
13-Oct-10,Wed,RC,Red,Long,TRUE,Complete,5.4,-0.2,UXP,Green,Long,TRUE,Complete,2.3,-0.2,UXP,Red,Long,TRUE,Complete,0.9,-0.7,,,,,,
14-Oct-10,Thursday,UXP,Green,Long,TRUE,Complete,0.3,-0.2,UXP,Red,Short,TRUE,Broken,2.4,-0.1,DXP,Green,Long,FALSE,Broken,1.3,-2.4,,,,,,
15-Oct-10,Fri,DXP,Red,Short,FALSE,Broken,0.6,-3.4,RX,Red,Short,TRUE,Complete,0.5,-1.1,DX,Red,Short,TRUE,Complete,1.8,0.4,,,,,,
18-Oct-10,Monday,DXP,Red,Short,TRUE,Complete,0.4,-0.3,DX,Red,Short,FALSE,Broken,1,-5.3,UXP,Green,Long,TRUE,Complete,1.1,0,,,,,,
19-Oct-10,Tuesday,UXP,Green,Long,FALSE,Complete,0.5,-3.6,DXP,Green,Short,TRUE,Complete,1.8,0,DXP,Green,Long,FALSE,Complete,0.7,-3.9,,,,,,
20-Oct-10,Wed,DXP,Green,Long,TRUE,Complete,3.3,-0.2,UXP,Green,Long,TRUE,Complete,0.4,-0.9,D,Green,Long,TRUE,Broken,3,0.5,,,,,,
21-Oct-10,Thursday,UXP,Red,Short,TRUE,Complete,1.6,-0.3,DXP,Green,Long,TRUE,Broken,1.7,-0.9,U,Green,Short,TRUE,Broken,3.3,-0.3,,,,,,
22-Oct-10,Fri,DXP,Green,Long,TRUE,Complete,3.9,-0.3,RX,Red,Long,TRUE,Complete,1.1,-0.5,UX,Red,Short,FALSE,Broken,0.5,-2,,,,,,
25-Oct-10,Monday,UXP,Green,Long,TRUE,Complete,1.2,-0.2,UXP,Green,Short,TRUE,Broken,1.5,0,UXP,Green,Short,TRUE,Broken,5.9,0.1,,,,,,
26-Oct-10,Tuesday,DXP,Green,Long,TRUE,Complete,0.4,-1.2,D,Red,Long,TRUE,Broken,0.7,-1,U,Green,Neutral,Neutral,Complete,,,,,,,,
27-Oct-10,Wed,RC,Green,Long,FALSE,Complete,0.5,-3.6,DXP,Red,Neutral,Neutral,Complete,,,D,Red,Short,FALSE,Broken,0.3,-1.4,,,,,,
28-Oct-10,Thursday,UXP,Red,Short,TRUE,Complete,0.9,-0.7,DX,Green,Short,FALSE,Broken,1.1,-2,UX,Red,Short,TRUE,Broken,1.4,-1,,,,,,
29-Oct-10,Fri,DXP,Red,Short,TRUE,Complete,0.8,-1.3,DXP,Red,Short,FALSE,Broken,1.1,-2.5,U,Green,Short,TRUE,Broken,2.6,-0.7,,,,,,
1-Nov-10,Monday,RC,Green,Long,TRUE,Complete,1.2,-1,RX,Neutral,Long,TRUE,Complete,3,0.1,UXP,Red,Short,TRUE,Complete,1.4,-0.9,,,,,,
2-Nov-10,Tuesday,DX,Green,Short,TRUE,Complete,0.8,-1,RC,Neutral,Long,FALSE,Complete,7.8,-4.2,UXP,Red,Long,TRUE,Complete,1.4,-1.1,,,,,,
3-Nov-10,Wed,UXP,Red,Short,TRUE,Complete,1.7,0.1,DXP,Green,Short,FALSE,Broken,2.4,-10.1,UX,Green,Long,FALSE,Broken,0.9,-2.6,,,,,,
4-Nov-10,Thursday,UXP,Green,Long,TRUE,Complete,1.6,-0.7,UXP,Green,Long,TRUE,Complete,1.9,-0.4,UXP,Green,Long,TRUE,Complete,0.8,-0.2,,,,,,
5-Nov-10,Fri,UXP,Green,Long,TRUE,Complete,1.9,0,U,Red,Short,TRUE,Broken,1.6,-0.1,DX,Red,Long,FALSE,Broken,1.5,-3.3,,,,,,
8-Nov-10,Monday,UXP,Red,Short,TRUE,Complete,2.8,0.2,DXP,Red,Short,TRUE,Complete,0.6,-0.5,DX,Red,Long,TRUE,Broken,1,-0.5,,,,,,
9-Nov-10,Tuesday,RC,Green,Long,TRUE,Complete,1.8,0,U,Green,Long,TRUE,Complete,0.24,-1,UXP,Red,Short,TRUE,Broken,5.7,-0.6,,,,,,
11-Nov-10,Thursday,UXP,Green,Long,TRUE,Complete,1.3,0.2,UXP,Red,Short,FALSE,Broken,1.7,-1.8,DXP,Green,Long,TRUE,Complete,0,-0.9,,,,,,
12-Nov-10,Fri,DX,Red,Short,TRUE,Complete,1.8,0.1,DXP,Red,Long,TRUE,Complete,1.1,-0.5,U,Red,Short,TRUE,Broken,1.3,0,,,,,,
15-Nov-10,Monday,DXP,Green,Long,FALSE,Complete,0.4,-4.5,D,Red,Long,TRUE,Broken,1.6,-0.6,RX,Red,Short,TRUE,Complete,1.2,-1,,,,,,
16-Nov-10,Tuesday,DXP,Red,Short,FALSE,Complete,1.3,-2.3,D,Green,Short,TRUE,Complete,2.9,0,DXP,Red,Short,TRUE,Complete,1.8,-0.2,,,,,,
17-Nov-10,Wed,DXP,Red,Short,TRUE,Complete,0.3,0.2,DXP,Red,Long,TRUE,Complete,1.3,-0.2,UXP,Green,Long,FALSE,Broken,2.5,-7.7,,,,,,
18-Nov-10,Thursday,DXP,Green,Long,TRUE,Complete,3.5,-0.7,UXP,Green,Long,TRUE,Complete,0.2,-0.8,RC,Green,Short,FALSE,Complete,1.1,-2.7,,,,,,
19-Nov-10,Fri,UXP,Red,Short,TRUE,Broken,1.8,-0.4,U,Green,Long,FALSE,Broken,0.3,-3.2,DXP,Red,Long,TRUE,Complete,0.1,-0.8,,,,,,
