Date,Day,ADR Model,ADR Box Color,ADR Confirmation,ADR True,ADR Result,ADR Max Ext,ADR Max Ret,ODR Model,ODR Box Color,ODR Confirmation,ODR True,ODR Result,ODR Max Ext,ODR Max Ret,RDR Model,RDR Box Color,RDR Confirmation,RDR True,RDR Result,RDR Max Extension,RDR Max Ret,Error Checking Notes
31-Jul-14,Thursday,DXP,Red,Short,TRUE,Complete,1.1,0,DXP,Red,Short,TRUE,Complete,1,-0.1,DXP,Red,Short,TRUE,Complete,2.9,0.1,
4-Aug-14,Monday,DX,Green,Long,TRUE,Broken,1.6,0.2,UXP,Red,Short,TRUE,Broken,2,-1.2,DXP,Red,Short,FALSE,Broken,2,-5,
5-Aug-14,Tuesday,DXP,Red,Short,TRUE,Complete,1.8,-0.3,D,Red,Long,FALSE,Broken,0.6,-3.3,DXP,Green,Long,FALSE,Broken,0.3,-3.1,
22-Aug-14,Friday,UXP,Red,Long,TRUE,Complete,1.2,-0.7,UXP,Neutral,Short,TRUE,Broken,7.2,0.4,DXP,Green,Short,FALSE,Broken,0.6,-1,
28-Aug-14,Thursday,RC,Red,Long,FALSE,Complete,0.6,-2.4,DXP,Red,Short,TRUE,Complete,3.9,-0.5,DXP,Green,Long,TRUE,Broken,1,-0.2,
2-Sep-14,Tuesday,UX,Green,Long,TRUE,Complete,2.2,0,UXP,Neutral,Long,FALSE,Complete,1.3,-5,DXP,Red,Short,TRUE,Complete,2,-0.2,
12-Sep-14,Friday,UXP,Green,Short,FALSE,Complete,0.3,-1.7,DX,Red,Short,FALSE,Broken,0.2,-1.4,DXP,Red,Short,TRUE,Complete,1,0,
17-Sep-14,Wednesday,UXP,Red,Short,TRUE,Complete,2,-2,D,Green,Long,TRUE,Broken,6.4,0.6,DXP,Green,Short,FALSE,Broken,0.6,-0.6,
25-Sep-14,Thursday,UXP,Red,Short,TRUE,Complete,4.5,0.5,DXP,Green,Long,FALSE,Broken,0.6,-1.3,DXP,Red,Short,TRUE,Complete,0.6,0,
29-Sep-14,Monday,UXP,Green,Long,FALSE,Complete,2,-2.3,DXP,Red,Short,TRUE,Complete,1.1,0.3,DXP,Green,Long,TRUE,Broken,0.8,-0.4,
2-Oct-14,Thursday,DXP,Green,Long,TRUE,Complete,0.7,-0.6,D,Red,Short,FALSE,Broken,1.6,-1.7,DXP,Green,Short,FALSE,Broken,4.1,-2.3,
7-Oct-14,Tuesday,DXP,Green,Long,TRUE,Complete,2.3,-2,DX,Red,Short,TRUE,Complete,0.8,-1,DXP,Green,Long,FALSE,Broken,0.8,-4.2,
9-Oct-14,Thursday,UXP,Green,Long,TRUE,Complete,2,-0.2,UX,Green,Long,FALSE,Broken,0.2,-2.3,DXP,Red,Short,TRUE,Complete,3.9,-0.1,
15-Oct-14,Wednesday,RC,Red,Short,TRUE,Complete,5.3,0.3,DXP,Red,Short,TRUE,Complete,1.7,-0.4,DXP,Green,Short,FALSE,Complete,1.2,-1.2,
16-Oct-14,Thursday,RC,Green,Long,TRUE,Complete,0.8,0,UX,Red,Short,TRUE,Broken,3.9,0.4,DXP,Green,Long,TRUE,Broken,1.2,0,
17-Oct-14,Friday,UXP,Green,Long,FALSE,Complete,0.9,-2.2,RX,Green,Long,TRUE,Broken,1.1,0.1,DXP,Green,Long,TRUE,Complete,0.4,-1.2,
27-Oct-14,Monday,UXP,Neutral,Short,TRUE,Complete,2.3,-0.5,U,Green,Short,TRUE,Broken,1.8,0.1,DXP,Red,Long,TRUE,Complete,0.9,-0.5,
7-Nov-14,Friday,UXP,Green,Short,FALSE,Complete,0.6,-6,UXP,Green,Short,TRUE,Broken,1.4,-0.3,DXP,Red,Long,TRUE,Broken,0.8,-0.9,
26-Nov-14,Wednesday,RC,Neutral,Long,TRUE,Complete,5.5,0.5,UXP,Green,Short,TRUE,Broken,1,0.1,DXP,Green,Long,TRUE,Broken,1.5,-0.2,
4-Dec-14,Thursday,UXP,Red,Short,FALSE,Complete,0.6,-2.4,RX,Red,Long,TRUE,Complete,1.3,-0.5,DXP,Red,Short,FALSE,Broken,1.2,-2.3,
9-Dec-14,Tuesday,DXP,Red,Short,TRUE,Complete,10.3,0.6,DXP,Red,Long,FALSE,Complete,0.4,-4.8,DXP,Red,Short,FALSE,Broken,0.4,-3,
10-Dec-14,Wednesday,UXP,Red,Short,FALSE,Complete,2.2,-2.5,RX,Green,Short,TRUE,Complete,1.7,0.3,DXP,Red,Short,TRUE,Complete,2.6,-0.4,
31-Dec-14,Wednesday,DX,Red,Long,TRUE,Broken,2,0,UXP,Red,Short,TRUE,Complete,0.5,-0.5,DXP,Red,Long,FALSE,Complete,0.5,-10,
5-Jan-15,Monday,DXP,Green,Long,TRUE,Complete,0.9,-0.3,UX,Green,Short,TRUE,Complete,0.1,-0.5,DXP,Red,Short,TRUE,Complete,1.5,0,
15-Jan-15,Thursday,UXP,Red,Long,TRUE,Complete,6,0.9,UXP,Green,Short,TRUE,Broken,7,0.4,DXP,Red,Short,TRUE,Complete,0.5,-0.3,
23-Jan-15,Friday,UXP,,Short,FALSE,Complete,1.3,-3.5,UXP,Green,,,Complete,,,DXP,Red,Short,FALSE,Broken,0.7,-1.8,
27-Jan-15,Tuesday,UXP,Green,Short,FALSE,Complete,1.6,-2,DXP,Red,Short,TRUE,Complete,3.8,0,DXP,Red,Short,FALSE,Complete,1.4,-2.3,
18-Feb-15,Wednesday,UXP,,Long,TRUE,Complete,2,-1,U,,Short,TRUE,Broken,3,-0.3,DXP,Red,Long,TRUE,Broken,0.7,-0.8,
3-Mar-15,Tuesday,UXP,Red,Short,TRUE,Complete,4.5,-0.5,DXP,,Long,FALSE,Complete,0.7,-5,DXP,Red,Short,TRUE,Complete,1,-0.6,
4-Mar-15,Wednesday,DX,Red,Long,TRUE,Complete,0.5,-0.4,RX,Red,Short,TRUE,Complete,0.6,-0.2,DXP,Red,,Neutral,Complete,,,
6-Mar-15,Friday,RC,Green,Short,TRUE,Complete,1.5,0,DX,Green,Long,TRUE,Broken,3.2,-0.8,DXP,Green,Short,TRUE,Complete,5.1,0.5,
10-Mar-15,Tuesday,UXP,Red,Short,TRUE,Broken,1.8,-0.8,DXP,,Short,TRUE,Complete,23.3,2.3,DXP,Red,Short,TRUE,Complete,1.2,-0.1,
13-Mar-15,Friday,UXP,Red,Long,TRUE,Complete,0.7,-0.3,UX,Green,Short,TRUE,Broken,3.8,-0.9,DXP,Red,Short,TRUE,Complete,1.3,-0.3,
17-Mar-15,Tuesday,UXP,Green,Short,FALSE,Broken,1.2,-1.6,U,Green,Long,FALSE,Broken,0.3,-2.8,DXP,Green,Short,FALSE,Broken,0.9,-2.2,
18-Mar-15,Wednesday,UXP,Red,Short,FALSE,Complete,0.3,-2.4,UX,Green,Long,FALSE,Broken,1.4,-9.2,DXP,Green,Short,FALSE,Broken,1.4,-12.1,
19-Mar-15,Thursday,UXP,Green,Short,TRUE,Complete,0.3,-0.9,RC,Red,Short,TRUE,Complete,2.7,0.8,DXP,Green,Short,TRUE,Complete,0.8,-0.4,
14-Apr-15,Tuesday,DXP,,Long,TRUE,Complete,6,0.5,UXP,Green,Short,TRUE,Broken,8,0.3,DXP,Red,Long,TRUE,Complete,0.2,-0.3,
16-Apr-15,Thursday,UX,Green,Long,TRUE,Complete,1.4,-1.2,D,Red,Short,TRUE,Complete,3.6,0.1,DXP,Red,Long,TRUE,Broken,2.9,-0.7,
17-Apr-15,Friday,UXP,Red,Short,TRUE,Complete,0.2,-0.3,DX,Red,Short,TRUE,Complete,3.7,0.3,DXP,Red,Short,TRUE,Complete,0.9,-0.3,
29-Apr-15,Wednesday,UXP,Green,Long,FALSE,Complete,1.3,-3.4,D,Green,Long,FALSE,Broken,0.7,-3.4,DXP,Red,Short,TRUE,Complete,0.6,-1.3,
12-May-15,Tuesday,DXP,Green,Short,FALSE,Complete,0.2,-1.8,DXP,Red,Short,TRUE,Complete,3,0.1,DXP,Red,Long,TRUE,Broken,1.1,-0.1,
19-May-15,Tuesday,UXP,Green,Long,TRUE,Complete,1.7,-0.3,UXP,Green,,Neutral,Complete,,,DXP,Red,Long,FALSE,Broken,1.1,-2.1,
22-May-15,Friday,UXP,Red,Long,TRUE,Complete,1.6,-0.2,UX,Red,Short,TRUE,Broken,0.7,-0.7,DXP,Green,Long,TRUE,Broken,0.5,-1.1,
2-Jun-15,Tuesday,RC,Red,Long,FALSE,Complete,2,-4,RX,Red,Short,TRUE,Complete,2.9,-0.6,DXP,Red,Long,TRUE,Broken,1.3,-0.2,
5-Jun-15,Friday,DXP,Green,Neutral,Neutral,,,,U,Green,Short,TRUE,Broken,1.5,0.2,DXP,Green,Long,TRUE,Broken,0.2,-0.8,
12-Jun-15,Friday,DXP,Red,Short,TRUE,Complete,0.8,0.1,D,Red,Short,FALSE,Broken,2,-1.7,DXP,Red,Short,TRUE,Complete,1.1,-0.7,
15-Jun-15,Monday,DXP,Green,Short,TRUE,Complete,0.4,-1.7,UXP,Red,Short,TRUE,Broken,1.3,-0.6,DXP,Red,Long,TRUE,Broken,1.2,0,
19-Jun-15,Friday,UXP,Red,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,0.4,-0.4,DXP,Red,Short,TRUE,Complete,2,0.4,
3-Jul-15,Friday,DXP,Red,Long,TRUE,Broken,1.7,0.1,UX,Red,Short,TRUE,Broken,1.2,-0.7,DXP,Red,,Neutral,Complete,,,
7-Jul-15,Tuesday,UXP,Red,Long,TRUE,Complete,2.4,-0.3,UXP,Green,Short,TRUE,Broken,2.8,0.4,DXP,Red,Short,FALSE,Broken,0.6,-1.8,
21-Jul-15,Tuesday,RC,Red,Short,FALSE,Complete,0.5,-4.3,UXP,Red,Short,TRUE,Broken,1,-0.3,DXP,Green,Short,TRUE,Complete,3.8,0,
23-Jul-15,Thursday,UX,Green,Long,TRUE,Complete,0.4,-0.4,UX,Red,Short,TRUE,Broken,1.6,-0.4,DXP,Red,Short,TRUE,Complete,3.2,0.2,
24-Jul-15,Friday,DXP,Green,Short,TRUE,Complete,0.7,-0.5,D,Green,Long,TRUE,Broken,1.4,-0.7,DXP,Red,Short,TRUE,Complete,2.7,0.1,
27-Jul-15,Monday,DXP,Green,Long,TRUE,Complete,2.1,-0.9,D,Red,Short,TRUE,Complete,1.4,0,DXP,Red,Long,TRUE,Complete,0.5,-1.3,
28-Jul-15,Tuesday,UXP,Red,Short,FALSE,Broken,3,-15.7,UXP,Red,Long,TRUE,Complete,1.5,-0.3,DXP,Red,Long,TRUE,Broken,1.8,-0.2,
30-Jul-15,Thursday,UXP,Green,Short,FALSE,Complete,1,-2.3,RX,Red,Short,FALSE,Complete,0.2,-2.1,DXP,Red,Long,TRUE,Broken,1.1,0.3,
7-Aug-15,Friday,DXP,Green,Long,TRUE,Complete,1.6,0,DXP,Red,Long,FALSE,Broken,1,-1.6,DXP,Red,Short,TRUE,Complete,0.9,-0.7,
11-Aug-15,Tuesday,UXP,,Short,TRUE,Broken,11.5,-0.3,DXP,Red,Long,FALSE,Complete,0.6,-4,DXP,Green,Short,TRUE,Complete,2.1,0.1,
13-Aug-15,Thursday,UXP,Green,Long,FALSE,Complete,2.2,-3.2,UXP,Red,Short,TRUE,Broken,1.2,-1,DXP,Red,Long,TRUE,Broken,0.7,-0.7,
19-Aug-15,Wednesday,DX,Green,Long,FALSE,Broken,1.3,-3.4,DXP,Red,Short,TRUE,Complete,1,-0.7,DXP,Red,Short,FALSE,Broken,1,-2.1,
20-Aug-15,Thursday,DXP,Green,Long,FALSE,Broken,1.6,-2.8,DXP,Red,Short,TRUE,Complete,2.2,0,DXP,Red,Short,TRUE,Complete,1.1,-0.2,
4-Sep-15,Friday,DXP,Red,Neutral,Neutral,Complete,,,DX,Red,Short,TRUE,Complete,1.2,-0.3,DXP,Green,Short,TRUE,Complete,0.9,-1.1,
7-Sep-15,Monday,RC,Red,Long,TRUE,Complete,3.9,0,UXP,Red,Short,TRUE,Complete,-0.3,1.2,DXP,,Long,FALSE,Complete,1.8,-4.1,
9-Sep-15,Wednesday,UXP,Green,Long,TRUE,Complete,3.6,-0.1,UXP,Green,Short,TRUE,Complete,0.8,-0.5,DXP,Red,Short,TRUE,Complete,3,-0.1,
10-Sep-15,Thursday,DXP,Green,Long,TRUE,Complete,3.2,"-0,1",UXP,Green,Short,FALSE,Broken,1.4,-3.3,DXP,Green,Long,TRUE,Broken,2.6,-0.5,
18-Sep-15,Friday,DXP,Red,Long,TRUE,Broken,1.2,-0.2,UXP,Green,Short,TRUE,Broken,-0.5,6.2,DXP,Green,Long,FALSE,Complete,0.4,-1.6,
22-Sep-15,Tuesday,UXP,Red,Short,TRUE,Broken,2.6,0.5,DXP,Red,Short,TRUE,Complete,1.3,-0.1,DXP,Red,Short,TRUE,Complete,1.7,-1,
24-Sep-15,Thursday,RC,Green,Short,TRUE,Complete,3.2,"-0,4",DXP,Red,Long,FALSE,Broken,2.2,-4.2,DXP,Red,Short,FALSE,Broken,0.4,-2,
28-Sep-15,Monday,DXP,Red,Long,TRUE,Complete,1,0.2,UXP,Red,Short,TRUE,Broken,2.8,0.2,DXP,Red,Short,TRUE,Complete,1.5,0.2,
1-Oct-15,Thursday,UX,Green,Short,FALSE,Complete,0.3,-10.8,UXP,Red,Short,TRUE,Complete,5.5,-0.3,DXP,Red,Short,TRUE,Complete,0.8,-1.2,
2-Oct-15,Friday,UXP,Green,Short,TRUE,Broken,0.4,-0.3,U,Green,Long,TRUE,Complete,1,0,DXP,Red,Long,TRUE,Broken,7.8,0.7,
30-Oct-15,Friday,UXP,Green,Long,TRUE,Complete,2,-0.3,UXP,Red,Short,TRUE,Broken,-0.4,2.1,DXP,Red,Long,FALSE,Complete,0.7,-2.4,
9-Nov-15,Monday,RC,Red,Long,TRUE,Complete,6,0,DXP,Red,Short,TRUE,Complete,0.3,-0.4,DXP,Red,Short,TRUE,Complete,0.6,-0.4,
10-Nov-15,Tuesday,DX,Red,Long,TRUE,Complete,1.2,-0.4,UX,Red,Short,TRUE,Broken,2.4,0.1,DXP,Red,Long,TRUE,Broken,0.7,0,
12-Nov-15,Thursday,DXP,Green,Long,TRUE,Broken,0.8,-0.3,U,Red,Short,TRUE,Broken,1.1,-0.1,DXP,Red,Long,FALSE,Complete,0.9,-3.8,
13-Nov-15,Friday,DXP,Green,Short,TRUE,Complete,0.5,-0.8,RX,Green,Short,TRUE,Complete,1.6,-0.5,DXP,Red,Short,TRUE,Complete,0.5,0,
19-Nov-15,Thursday,UXP,Green,Long,FALSE,Complete,1.3,-1.9,UXP,Red,Long,FALSE,Complete,0.9,-1.8,DXP,,Short,TRUE,Complete,0.3,-1,
3-Dec-15,Thursday,DXP,Green,Long,FALSE,Complete,0.7,-1.8,UXP,Green,Long,TRUE,Complete,1.1,-1.2,DXP,Red,Short,TRUE,Complete,1.8,0.1,
8-Dec-15,Tuesday,DX,Red,Short,TRUE,Complete,1.5,-0.3,DX,Red,Short,TRUE,Complete,2.2,-0.5,DXP,Red,Long,TRUE,Complete,1.3,-0.5,
11-Dec-15,Friday,UXP,Green,Short,TRUE,Broken,1.1,-0.6,D,Red,Short,TRUE,Complete,2.4,-0.6,DXP,Green,Short,TRUE,Complete,1.5,-0.2,
14-Dec-15,Monday,DXP,Red,Long,TRUE,Complete,4.4,0.2,UXP,Red,Short,TRUE,Broken,1.9,0,DXP,Red,Short,FALSE,Broken,0.6,-1.4,
25-Dec-15,Friday,DX,Red,Short,FALSE,Complete,1.5,-1.9,DXP,Red,Short,TRUE,Complete,2.3,0.1,DXP,Red,Short,FALSE,Broken,0.4,-1.4,
28-Dec-15,Monday,DX,Red,Short,FALSE,Complete,1.5,-1.9,DXP,Red,Short,TRUE,Complete,2.3,0.1,DXP,Red,Short,FALSE,Broken,0.4,-1.4,
30-Dec-15,Wednesday,UXP,Green,Short,TRUE,Complete,0.5,-0.3,DXP,Red,,Neutral,Complete,,,DXP,Red,Short,TRUE,Complete,1.7,-0.7,
31-Dec-15,Thursday,DXP,Red,Short,TRUE,Complete,1.1,-0.9,DX,Green,Short,TRUE,Complete,3.2,0.1,DXP,Red,Short,FALSE,Complete,1.2,-2.3,
8-Jan-16,Monday,UXP,Green,Long,TRUE,Complete,3.3,0.3,UXP,Red,Short,TRUE,Broken,2.6,0.6,DXP,Green,Long,FALSE,Complete,0.7,0.7,
9-Jan-16,Thursday,RC,Green,Long,TRUE,Complete,3.8,0.5,UXP,Green,Short,TRUE,Broken,1.1,1.1,DXP,Red,Short,TRUE,Complete,0.6,0.6,
11-Jan-16,Tuesday,RC,Red,Short,FALSE,Complete,1.5,-6.3,UXP,Red,Short,TRUE,Broken,2,-0.7,DXP,Red,Short,TRUE,Complete,3,-0.2,
15-Jan-16,Friday,UXP,Red,Short,TRUE,Broken,1.6,0.3,DXP,Red,Short,TRUE,Complete,2.1,0.3,DXP,Green,Short,TRUE,Complete,0.7,0.7,
19-Jan-16,Tuesday,UXP,Green,Long,TRUE,Complete,2.8,0.3,UXP,Red,Short,FALSE,Complete,0.3,0.3,DXP,Red,Short,TRUE,Complete,2.3,2.3,
2-Feb-16,Tuesday,UXP,Green,Long,FALSE,Broken,0.7,0.7,DX,Red,Short,TRUE,Complete,0.7,0.7,DXP,Red,Short,TRUE,Complete,1.3,0.5,
16-Feb-16,Tuesday,UXP,Green,Short,TRUE,Complete,0.3,0.3,RC,Red,Short,TRUE,Broken,2.5,1,DXP,Red,Short,FALSE,Broken,1,0.3,
19-Feb-16,Friday,DXP,Green,Short,FALSE,Broken,2,2,U,Green,Short,TRUE,Broken,1.3,1,DXP,Green,Long,TRUE,Complete,0.7,0.7,
24-Feb-16,Wednesday,DXP,Red,Long,TRUE,Complete,1.3,1.3,RX,Red,Short,TRUE,Broken,2.2,0.5,DXP,Red,Long,TRUE,Broken,2.6,0.5,
6-Mar-16,Friday,UXP,Red,Long,TRUE,Complete,0.3,0.3,D,Red,Long,FALSE,Broken,0.8,0.8,DXP,Red,Long,TRUE,Complete,0.4,0.4,
10-Mar-16,Monday,UXP,Red,Long,TRUE,Complete,1.1,-0.9,D,Green,Long,FALSE,Broken,0.4,-1.5,DXP,Red,Short,TRUE,Complete,0.4,-1.2,
17-Mar-16,Thursday,UXP,Green,Long,TRUE,Complete,0.9,0.9,UX,Green,Long,FALSE,Broken,0.2,0.2,DXP,Green,Long,TRUE,Broken,3.3,0.5,
23-Mar-16,Wednesday,UXP,Red,Long,TRUE,Broken,0.8,0.8,DX,Green,Long,TRUE,Broken,2.2,2.2,DXP,Red,Short,TRUE,Complete,2.4,0.9,
24-Mar-16,Thursday,DXP,Red,Short,FALSE,Complete,0.7,0.7,DXP,Green,Long,FALSE,Complete,0.8,0.8,DXP,Green,Long,TRUE,Broken,2.4,0.8,
28-Mar-16,Monday,UXP,Green,Long,TRUE,Complete,0.6,0.6,UXP,Green,Short,TRUE,Broken,0.3,0.3,DXP,Red,Short,FALSE,Complete,0.7,0.7,
29-Mar-16,Tuesday,RC,Green,Neutral,TRUE,Complete,1.1,0.4,UX,Green,Short,TRUE,Broken,3.5,1.1,DXP,Green,Long,TRUE,Broken,4,0.2,
29-Apr-16,Friday,DXP,Red,Long,TRUE,Complete,2.4,2,DX,Red,Neutral,Neutral,Complete,0,0,DXP,Red,Short,TRUE,Complete,1,1,
17-May-16,Tuesday,UXP,Green,Short,TRUE,Complete,1.5,0.3,UXP,Green,Short,TRUE,Broken,3.2,0.3,DXP,Red,Short,TRUE,Complete,2.2,0.5,
7-Jun-16,Wednesday,DX,Red,Short,TRUE,Complete,2.4,2.4,RX,Green,Short,TRUE,Complete,0.8,0.8,DXP,Red,Long,TRUE,Broken,2,0.5,
10-Jun-16,Thursday,RC,Neutral,Short,TRUE,Complete,2.2,0.2,U,Red,Short,TRUE,Broken,2.8,-0.8,DXP,Red,Short,FALSE,Broken,0.5,-2.5,
27-Jun-16,Monday,DXP,Green,Short,TRUE,Complete,0.8,0.8,UXP,Green,Short,TRUE,Broken,3,2,DXP,Red,Short,TRUE,Complete,0.4,0.4,
4-Jul-16,Thursday,UXP,Green,Long,TRUE,Complete,1.7,1.7,RX,Red,Short,TRUE,Complete,1.9,1,DXP,Red,Short,TRUE,Complete,1.7,1,
28-Jul-16,Thursday,DX,Green,Long,TRUE,Complete,1.7,1.7,UX,Green,Short,TRUE,Broken,1.4,0.3,DXP,Red,Long,TRUE,Broken,0.6,0.6,
2-Aug-16,Monday,DXP,Green,Long,TRUE,Complete,0.4,0.4,RX,Red,Short,TRUE,Broken,3.9,1,DXP,Red,Short,TRUE,Complete,0.8,0.8,
9-Aug-16,Thursday,RC,Green,Long,TRUE,Complete,2,0.3,UXP,Green,Short,TRUE,Broken,0.9,0.9,DXP,Red,Long,TRUE,Complete,1,1,
11-Aug-16,Tuesday,UXP,Red,Short,FALSE,Complete,2,-1.8,UXP,Green,Short,TRUE,Broken,1.5,0.1,DXP,Green,Long,TRUE,Broken,6.7,0.3,
9-Sep-16,Friday,DX,Neutral,Long,FALSE,Complete,0.3,0.3,DXP,Red,Short,TRUE,Complete,8.4,0.3,DXP,Red,Short,TRUE,Complete,4.7,0.5,
16-Sep-16,Friday,UXP,Red,Neutral,Neutral,Complete,0,0,U,Neutral,Short,TRUE,Broken,3.1,-0.8,DXP,Red,Long,TRUE,Broken,0.4,-0.2,
27-Sep-16,Tuesday,DXP,Red,Long,TRUE,Broken,2.5,0,UXP,Red,Short,TRUE,Complete,1.8,0,DXP,Green,Long,TRUE,Broken,0.6,0.1,
6-Oct-16,Friday,UXP,Green,Short,FALSE,Broken,0.7,0.7,DXP,Red,Short,TRUE,Complete,0.7,0.7,DXP,Green,Long,FALSE,Complete,1.5,1.5,
21-Oct-16,Friday,RC,Red,Short,TRUE,Complete,1.3,0.3,DXP,Red,Short,TRUE,Complete,1,-0.7,DXP,Green,Long,TRUE,Broken,2.6,0,
25-Oct-16,Tuesday,U,Green,Long,TRUE,Complete,2.2,0.2,UXP,Green,Long,FALSE,Broken,1.8,-2.8,DXP,Green,Short,TRUE,Complete,1.3,0,
26-Oct-16,Wednesday,DXP,Red,Neutral,Neutral,Complete,,,D,Red,Short,TRUE,Complete,1.8,-0.6,DXP,Green,Long,TRUE,Broken,7.6,-0.9,
31-Oct-16,Monday,DXP,Green,Long,TRUE,Broken,5.4,0.2,UXP,Red,Short,TRUE,Complete,1.3,-0.3,DXP,Red,Short,FALSE,Complete,0.9,-1.8,
10-Nov-16,Tuesday,RC,Red,Short,TRUE,Complete,8.3,-0.4,DXP,Red,Short,FALSE,Complete,1.3,-1.9,DXP,Red,Short,TRUE,Complete,1.6,0.1,
11-Nov-16,Friday,RC,Red,Short,FALSE,Complete,0.5,-2,U,Red,Short,TRUE,Broken,2.1,-0.4,DXP,Red,Short,TRUE,Complete,0.8,-1.5,
14-Nov-16,Monday,UXP,Green,Short,FALSE,Complete,1.1,-1.3,RX,Red,Short,TRUE,Complete,2.5,-0.2,DXP,Red,Short,TRUE,Complete,1.1,-0.6,
16-Nov-16,Wednesday,UXP,Red,Short,TRUE,Complete,0.8,0,DXP,Red,Short,TRUE,Complete,2.8,-0.5,DXP,Green,Short,TRUE,Complete,0.4,-1.2,
22-Nov-16,Tuesday,UXP,Green,Long,TRUE,Complete,2,0,UXP,Red,Short,TRUE,Broken,4,-0.3,DXP,Red,Short,FALSE,Broken,3.8,-2.5,
23-Nov-16,Wednesday,UX,Red,Long,TRUE,Complete,4,-0.5,UX,Green,Long,FALSE,Broken,0.5,-2.4,DXP,Green,Long,TRUE,Broken,1.1,-0.8,
8-Dec-16,Friday,UXP,Red,Short,TRUE,Complete,1,1,U,Green,Short,TRUE,Complete,1.4,0.5,DXP,Green,Long,FALSE,Broken,0.7,0.7,
23-Dec-16,Friday,UX,Green,Long,TRUE,Complete,1.2,-0.2,UX,Red,Short,TRUE,Broken,1.7,0.1,DXP,Neutral,Short,FALSE,Broken,1.5,-1.9,
9-Jan-17,Monday,UXP,Green,Long,TRUE,Complete,1.5,-0.7,RX,Red,Short,TRUE,Complete,1.1,-0.3,DXP,Red,Long,TRUE,Complete,0.4,-1.2,
26-Jan-17,Thursday,UXP,Green,Long,TRUE,Complete,2.6,0.7,UXP,Red,Short,TRUE,Broken,2.2,-0.2,DXP,Green,Short,TRUE,Complete,1,-0.5,
27-Jan-17,Friday,DXP,Red,Long,TRUE,Broken,1.5,-0.3,UXP,Red,Short,TRUE,Broken,1.8,-0.5,DXP,Red,Short,TRUE,Complete,0.2,-0.6,
30-Jan-17,Monday,DXP,Red,Long,TRUE,Complete,0.6,-0.4,UX,Red,Short,TRUE,Broken,1,0,DXP,Red,Short,TRUE,Complete,0.2,-0.8,
8-Feb-17,Wednesday,DXP,Red,Short,FALSE,Complete,0.6,-3.4,UX,Red,Short,TRUE,Broken,0.4,-0.1,DXP,Green,Long,TRUE,Broken,1.3,-0.2,
15-Feb-17,Wednesday,UXP,Neutral,Long,TRUE,Complete,6.3,-0.4,UXP,Green,Short,TRUE,Broken,1.2,-0.3,DXP,Green,Long,TRUE,Broken,4.2,0,
22-Feb-17,Wednesday,RC,Green,Long,TRUE,Complete,1.8,0.2,UXP,Red,Short,TRUE,Broken,2.3,0.2,DXP,Green,Long,TRUE,Broken,0.6,-0.8,
24-Feb-17,Friday,RC,Red,Short,TRUE,Complete,0.6,-0.4,DXP,Green,Long,FALSE,Broken,1,-9.5,DXP,Green,Long,TRUE,Broken,1.6,0.4,
14-Mar-17,Tuesday,RC,Red,Short,TRUE,Complete,0.8,-0.8,U,Neutral,Short,TRUE,Broken,8,0.5,DXP,Red,Short,TRUE,Complete,0.2,-0.8,
16-Mar-17,Thursday,UXP,Green,Long,TRUE,Complete,1.8,0.5,UXP,Green,Short,TRUE,Complete,0.6,0.2,DXP,Red,Short,TRUE,Complete,1.2,-0.2,
29-Mar-17,Wednesday,UXP,Green,Short,TRUE,Complete,0.6,-1,UXP,Green,Short,TRUE,Broken,1.8,0.3,DXP,Green,Long,TRUE,Broken,1.2,-0.6,
12-Apr-17,Wednesday,UX,Red,Short,TRUE,Broken,0.5,-0.8,UXP,Green,Short,TRUE,Broken,1,0.2,DXP,Red,Short,TRUE,Complete,2.4,-0.4,
21-Apr-17,Friday,UXP,Neutral,Short,FALSE,Complete,1,-4,UXP,Red,Short,TRUE,Broken,0.6,-1,DXP,Red,Short,TRUE,Complete,2.4,-0.5,
11-May-17,Thursday,UXP,Green,Neutral,Neutral,Complete,,,DX,Red,Short,TRUE,Complete,3.8,0.4,DXP,Red,Long,TRUE,Complete,0.1,-0.2,
2-Jun-17,Friday,UXP,Green,Long,TRUE,Complete,0.6,0.1,UXP,Red,Short,FALSE,Broken,0.2,-1.7,DXP,Green,Long,TRUE,Broken,2,-0.1,
15-Jun-17,Thursday,DXP,Green,Neutral,Neutral,Complete,,,DX,Red,Short,TRUE,Complete,1.5,-0.2,DXP,Red,Long,TRUE,Broken,1.3,0,
16-Jun-17,Friday,UXP,Green,Long,TRUE,Complete,0.5,-0.1,UXP,Green,Short,TRUE,Broken,0.6,-0.9,DXP,Red,Short,TRUE,Complete,0.3,-1,
20-Jun-17,Tuesday,UXP,Green,Neutral,Neutral,Complete,,,D,Neutral,Short,TRUE,Complete,2.6,-0.4,DXP,Red,Short,TRUE,Complete,2.2,-0.1,
23-Jun-17,Friday,RC,Neutral,Long,TRUE,Complete,1.4,-0.6,UXP,Green,Long,FALSE,Broken,1,-4.4,DXP,Green,Long,TRUE,Broken,1.7,-0.7,
29-Jun-17,Thursday,UXP,Green,Long,TRUE,Complete,0.6,-0.6,RX,Red,Short,TRUE,Complete,0.8,-1.1,DXP,Red,Short,TRUE,Complete,2,0.2,
